Type,numbers,time,author,site,latitude_N,longitude_W,precipitation_mm,temperature_C,altitude,N_addition_type,N_addition_levels_kg_per_ha_per_yr,mesh_size,soil_fauna2,decomposition_time_days,litter_type,mass_loss,Mse,Mn,ind,Ise,In,Shannon,Sse,Sn
A,1,2014,Sandra Barantal,Amazonian rainforest ,5.18,-52.53,3041,25.7,,CO(NH_2)_2,0,0.068,,158,single,31.675,1.092,30,,,,,,
A,1,2014,Sandra Barantal,Amazonian rainforest ,5.18,-52.53,3041,25.7,,CO(NH_2)_2,0,8,,158,single,44.194,3.576,30,,,,,,
A,1,2014,Sandra Barantal,Amazonian rainforest ,5.18,-52.53,3041,25.7,,CO(NH_2)_2,130,0.068,,158,single,38.031,2.387,20,,,,,,
A,1,2014,Sandra Barantal,Amazonian rainforest ,5.18,-52.53,3041,25.7,,CO(NH_2)_2,130,8,,158,single,42.334,3.181,28,,,,,,
A,1,2014,Sandra Barantal,Amazonian rainforest ,5.18,-52.53,3041,25.7,,CO(NH_2)_2,0,0.068,,158,mixture,35.094,0.673,70,,,,,,
A,1,2014,Sandra Barantal,Amazonian rainforest ,5.18,-52.53,3041,25.7,,CO(NH_2)_2,0,8,,158,mixture,52.143,1.555,70,,,,,,
A,1,2014,Sandra Barantal,Amazonian rainforest ,5.18,-52.53,3041,25.7,,CO(NH_2)_2,130,0.068,,158,mixture,36.317,0.517,70,,,,,,
A,1,2014,Sandra Barantal,Amazonian rainforest ,5.18,-52.53,3041,25.7,,CO(NH_2)_2,130,8,,158,mixture,49.534,1.709,70,,,,,,
A,2,2020,No¨¦mie A. Pichon,M¨¹nchenbuchsee ,47.03,7.46,1051,9.2,,CO(NH_2)_2,0,0.2,,75,single,31.607,2.339,18,,,,,,
A,2,2020,No¨¦mie A. Pichon,M¨¹nchenbuchsee ,47.03,7.46,1051,9.2,,CO(NH_2)_2,0,2,,75,single,33.744,2.389,18,,,,,,
A,2,2020,No¨¦mie A. Pichon,M¨¹nchenbuchsee ,47.03,7.46,1051,9.2,,CO(NH_2)_2,0,5,,75,single,40.573,4.423,18,,,,,,
A,2,2020,No¨¦mie A. Pichon,M¨¹nchenbuchsee ,47.03,7.46,1051,9.2,,CO(NH_2)_2,100,0.2,,75,single,34.636,1.329,18,,,,,,
A,2,2020,No¨¦mie A. Pichon,M¨¹nchenbuchsee ,47.03,7.46,1051,9.2,,CO(NH_2)_2,100,2,,75,single,37.032,2.471,18,,,,,,
A,2,2020,No¨¦mie A. Pichon,M¨¹nchenbuchsee ,47.03,7.46,1051,9.2,,CO(NH_2)_2,100,5,,75,single,43.204,3.275,18,,,,,,
A,2,2020,No¨¦mie A. Pichon,M¨¹nchenbuchsee ,47.03,7.46,1051,9.2,,CO(NH_2)_2,0,0.2,,75,mixture,32.077,0.824,64,,,,,,
A,2,2020,No¨¦mie A. Pichon,M¨¹nchenbuchsee ,47.03,7.46,1051,9.2,,CO(NH_2)_2,0,2,,75,mixture,33.429,0.923,64,,,,,,
A,2,2020,No¨¦mie A. Pichon,M¨¹nchenbuchsee ,47.03,7.46,1051,9.2,,CO(NH_2)_2,0,5,,75,mixture,39.792,1.406,64,,,,,,
A,2,2020,No¨¦mie A. Pichon,M¨¹nchenbuchsee ,47.03,7.46,1051,9.2,,CO(NH_2)_2,100,0.2,,75,mixture,33.279,0.85,64,,,,,,
A,2,2020,No¨¦mie A. Pichon,M¨¹nchenbuchsee ,47.03,7.46,1051,9.2,,CO(NH_2)_2,100,2,,75,mixture,36.751,0.936,64,,,,,,
A,2,2020,No¨¦mie A. Pichon,M¨¹nchenbuchsee ,47.03,7.46,1051,9.2,,CO(NH_2)_2,100,5,,75,mixture,41.35,1.577,64,,,,,,
A,3,2021,Liang Zhiwei,"Ulanqab City, Inner Mongolia",41.47,111.53,280,3.4,1450,NH_4NO_3,0,0.01,,180,single,17.614,1.624,6,,,,,,
A,3,2021,Liang Zhiwei,"Ulanqab City, Inner Mongolia",41.47,111.53,280,3.4,1450,NH_4NO_3,0,2,,180,single,22.893,1.624,6,,,,,,
A,3,2021,Liang Zhiwei,"Ulanqab City, Inner Mongolia",41.47,111.53,280,3.4,1450,NH_4NO_3,30,0.01,,180,single,19.239,1.218,6,,,,,,
A,3,2021,Liang Zhiwei,"Ulanqab City, Inner Mongolia",41.47,111.53,280,3.4,1450,NH_4NO_3,30,2,,180,single,22.487,1.218,6,,,,,,
A,3,2021,Liang Zhiwei,"Ulanqab City, Inner Mongolia",41.47,111.53,280,3.4,1450,NH_4NO_3,50,0.01,,180,single,19.895,1.619,6,,,,,,
A,3,2021,Liang Zhiwei,"Ulanqab City, Inner Mongolia",41.47,111.53,280,3.4,1450,NH_4NO_3,50,2,,180,single,23.941,1.213,6,,,,,,
A,3,2021,Liang Zhiwei,"Ulanqab City, Inner Mongolia",41.47,111.53,280,3.4,1450,NH_4NO_3,100,0.01,,180,single,17.68,1.618,6,,,,,,
A,3,2021,Liang Zhiwei,"Ulanqab City, Inner Mongolia",41.47,111.53,280,3.4,1450,NH_4NO_3,100,2,,180,single,24.559,1.619,6,,,,,,
A,3,2021,Liang Zhiwei,"Ulanqab City, Inner Mongolia",41.47,111.53,280,3.4,1450,NH_4NO_3,0,0.01,,365,single,22.487,1.624,6,,,,,,
A,3,2021,Liang Zhiwei,"Ulanqab City, Inner Mongolia",41.47,111.53,280,3.4,1450,NH_4NO_3,0,2,,365,single,33.858,3.249,6,,,,,,
A,3,2021,Liang Zhiwei,"Ulanqab City, Inner Mongolia",41.47,111.53,280,3.4,1450,NH_4NO_3,30,0.01,,365,single,22.893,1.218,6,,,,,,
A,3,2021,Liang Zhiwei,"Ulanqab City, Inner Mongolia",41.47,111.53,280,3.4,1450,NH_4NO_3,30,2,,365,single,36.294,4.061,6,,,,,,
A,3,2021,Liang Zhiwei,"Ulanqab City, Inner Mongolia",41.47,111.53,280,3.4,1450,NH_4NO_3,50,0.01,,365,single,24.407,0.809,6,,,,,,
A,3,2021,Liang Zhiwei,"Ulanqab City, Inner Mongolia",41.47,111.53,280,3.4,1450,NH_4NO_3,50,2,,365,single,36.949,1.214,6,,,,,,
A,3,2021,Liang Zhiwei,"Ulanqab City, Inner Mongolia",41.47,111.53,280,3.4,1450,NH_4NO_3,100,0.01,,365,single,21.788,2.023,6,,,,,,
A,3,2021,Liang Zhiwei,"Ulanqab City, Inner Mongolia",41.47,111.53,280,3.4,1450,NH_4NO_3,100,2,,365,single,33.118,3.237,6,,,,,,
A,3,2021,Liang Zhiwei,"Ulanqab City, Inner Mongolia",41.47,111.53,280,3.4,1450,NH_4NO_3,0,0.01,,450,single,25.736,2.437,6,,,,,,
A,3,2021,Liang Zhiwei,"Ulanqab City, Inner Mongolia",41.47,111.53,280,3.4,1450,NH_4NO_3,0,2,,450,single,37.513,3.249,6,,,,,,
A,3,2021,Liang Zhiwei,"Ulanqab City, Inner Mongolia",41.47,111.53,280,3.4,1450,NH_4NO_3,30,0.01,,450,single,27.36,0.812,6,,,,,,
A,3,2021,Liang Zhiwei,"Ulanqab City, Inner Mongolia",41.47,111.53,280,3.4,1450,NH_4NO_3,30,2,,450,single,39.949,1.624,6,,,,,,
A,3,2021,Liang Zhiwei,"Ulanqab City, Inner Mongolia",41.47,111.53,280,3.4,1450,NH_4NO_3,50,0.01,,450,single,28.079,0.81,6,,,,,,
A,3,2021,Liang Zhiwei,"Ulanqab City, Inner Mongolia",41.47,111.53,280,3.4,1450,NH_4NO_3,50,2,,450,single,42.241,6.069,6,,,,,,
A,3,2021,Liang Zhiwei,"Ulanqab City, Inner Mongolia",41.47,111.53,280,3.4,1450,NH_4NO_3,100,0.01,,450,single,26.674,1.619,6,,,,,,
A,3,2021,Liang Zhiwei,"Ulanqab City, Inner Mongolia",41.47,111.53,280,3.4,1450,NH_4NO_3,100,2,,450,single,35.171,1.618,6,,,,,,
A,3,2021,Liang Zhiwei,"Ulanqab City, Inner Mongolia",41.47,111.53,280,3.4,1450,NH_4NO_3,0,0.01,,540,single,31.421,1.218,6,,,,,,
A,3,2021,Liang Zhiwei,"Ulanqab City, Inner Mongolia",41.47,111.53,280,3.4,1450,NH_4NO_3,0,2,,540,single,48.883,2.843,6,,,,,,
A,3,2021,Liang Zhiwei,"Ulanqab City, Inner Mongolia",41.47,111.53,280,3.4,1450,NH_4NO_3,30,0.01,,540,single,33.858,3.249,6,,,,,,
A,3,2021,Liang Zhiwei,"Ulanqab City, Inner Mongolia",41.47,111.53,280,3.4,1450,NH_4NO_3,30,2,,540,single,47.665,6.091,6,,,,,,
A,3,2021,Liang Zhiwei,"Ulanqab City, Inner Mongolia",41.47,111.53,280,3.4,1450,NH_4NO_3,50,0.01,,540,single,31.346,1.214,6,,,,,,
A,3,2021,Liang Zhiwei,"Ulanqab City, Inner Mongolia",41.47,111.53,280,3.4,1450,NH_4NO_3,50,2,,540,single,52.792,4.856,6,,,,,,
A,3,2021,Liang Zhiwei,"Ulanqab City, Inner Mongolia",41.47,111.53,280,3.4,1450,NH_4NO_3,100,0.01,,540,single,30.751,2.428,6,,,,,,
A,3,2021,Liang Zhiwei,"Ulanqab City, Inner Mongolia",41.47,111.53,280,3.4,1450,NH_4NO_3,100,2,,540,single,45.317,2.428,6,,,,,,
A,4,2016,Weidong Zhang,"Ulanqab City, Inner Mongolia",26.75,109.67,1200,16.5,,N_aNO_3,0,0.1,,365,single,65.699,4.272,36,,,,,,
A,4,2016,Weidong Zhang,"Ulanqab City, Inner Mongolia",26.75,109.67,1200,16.5,,N_aNO_3,0,2,,365,single,75.117,3.869,36,,,,,,
A,4,2016,Weidong Zhang,"Ulanqab City, Inner Mongolia",26.75,109.67,1200,16.5,,N_aNO_3,56,0.1,,365,single,63.977,3.33,36,,,,,,
A,4,2016,Weidong Zhang,"Ulanqab City, Inner Mongolia",26.75,109.67,1200,16.5,,N_aNO_3,56,2,,365,single,69.425,4.754,36,,,,,,
A,4,2016,Weidong Zhang,"Ulanqab City, Inner Mongolia",26.75,109.67,1200,16.5,,N_aNO_3,224,0.1,,365,single,58.355,2.893,36,,,,,,
A,4,2016,Weidong Zhang,"Ulanqab City, Inner Mongolia",26.75,109.67,1200,16.5,,N_aNO_3,224,2,,365,single,66.311,3.839,36,,,,,,
A,4,2016,Weidong Zhang,"Ulanqab City, Inner Mongolia",26.75,109.67,1200,16.5,,N_aNO_3,560,0.1,,365,single,47.586,4.223,36,,,,,,
A,4,2016,Weidong Zhang,"Ulanqab City, Inner Mongolia",26.75,109.67,1200,16.5,,N_aNO_3,560,2,,365,single,55.47,2.129,36,,,,,,
A,5,2017,Hong Lin,Zijin Mountain,32.5,118.48,1106.5,15.4,447.1,NH_4NO_3,0,0.2,,60,single,11.229,1.133,12,,,,,,
A,5,2017,Hong Lin,Zijin Mountain,32.5,118.48,1106.5,15.4,447.1,NH_4NO_3,0,2,,60,single,10.197,0.574,12,,,,,,
A,5,2017,Hong Lin,Zijin Mountain,32.5,118.48,1106.5,15.4,447.1,NH_4NO_3,47,0.2,,60,single,11.997,0.921,12,,,,,,
A,5,2017,Hong Lin,Zijin Mountain,32.5,118.48,1106.5,15.4,447.1,NH_4NO_3,47,2,,60,single,9.534,0.62,12,,,,,,
A,5,2017,Hong Lin,Zijin Mountain,32.5,118.48,1106.5,15.4,447.1,NH_4NO_3,0,0.2,,120,single,24.363,1.101,12,,,,,,
A,5,2017,Hong Lin,Zijin Mountain,32.5,118.48,1106.5,15.4,447.1,NH_4NO_3,0,2,,120,single,22.285,0.717,12,,,,,,
A,5,2017,Hong Lin,Zijin Mountain,32.5,118.48,1106.5,15.4,447.1,NH_4NO_3,47,0.2,,120,single,22.091,0.93,12,,,,,,
A,5,2017,Hong Lin,Zijin Mountain,32.5,118.48,1106.5,15.4,447.1,NH_4NO_3,47,2,,120,single,21.52,0.98,12,,,,,,
A,5,2017,Hong Lin,Zijin Mountain,32.5,118.48,1106.5,15.4,447.1,NH_4NO_3,0,0.2,,180,single,33.501,1.514,12,,,,,,
A,5,2017,Hong Lin,Zijin Mountain,32.5,118.48,1106.5,15.4,447.1,NH_4NO_3,0,2,,180,single,39.843,3.414,12,,,,,,
A,5,2017,Hong Lin,Zijin Mountain,32.5,118.48,1106.5,15.4,447.1,NH_4NO_3,47,0.2,,180,single,26.844,1.126,12,,,,,,
A,5,2017,Hong Lin,Zijin Mountain,32.5,118.48,1106.5,15.4,447.1,NH_4NO_3,47,2,,180,single,27.456,2.255,12,,,,,,
A,5,2017,Hong Lin,Zijin Mountain,32.5,118.48,1106.5,15.4,447.1,NH_4NO_3,0,0.2,,240,single,43.127,1.086,12,,,,,,
A,5,2017,Hong Lin,Zijin Mountain,32.5,118.48,1106.5,15.4,447.1,NH_4NO_3,0,2,,240,single,64.467,4.602,12,,,,,,
A,5,2017,Hong Lin,Zijin Mountain,32.5,118.48,1106.5,15.4,447.1,NH_4NO_3,47,0.2,,240,single,36.084,0.826,12,,,,,,
A,5,2017,Hong Lin,Zijin Mountain,32.5,118.48,1106.5,15.4,447.1,NH_4NO_3,47,2,,240,single,60.577,5.954,12,,,,,,
A,5,2017,Hong Lin,Zijin Mountain,32.5,118.48,1106.5,15.4,447.1,NH_4NO_3,0,0.2,,300,single,47.134,1.467,12,,,,,,
A,5,2017,Hong Lin,Zijin Mountain,32.5,118.48,1106.5,15.4,447.1,NH_4NO_3,0,2,,300,single,70.642,3.684,12,,,,,,
A,5,2017,Hong Lin,Zijin Mountain,32.5,118.48,1106.5,15.4,447.1,NH_4NO_3,47,0.2,,300,single,43.121,1.689,12,,,,,,
A,5,2017,Hong Lin,Zijin Mountain,32.5,118.48,1106.5,15.4,447.1,NH_4NO_3,47,2,,300,single,69.878,4.355,12,,,,,,
A,6,2021,Qun Liu,Dujiangyan,31.01,103.37,1240,15.2,896-1320,NH_4NO_3,0,0.1,,279,single,55.689,2.455,18,,,,,,
A,6,2021,Qun Liu,Dujiangyan,31.01,103.37,1240,15.2,896-1320,NH_4NO_3,0,2,,279,single,67.669,1.736,18,,,,,,
A,6,2021,Qun Liu,Dujiangyan,31.01,103.37,1240,15.2,896-1320,NH_4NO_3,20,0.1,,279,single,62.147,1.689,18,,,,,,
A,6,2021,Qun Liu,Dujiangyan,31.01,103.37,1240,15.2,896-1320,NH_4NO_3,20,2,,279,single,72.932,1.158,18,,,,,,
A,6,2021,Qun Liu,Dujiangyan,31.01,103.37,1240,15.2,896-1320,NH_4NO_3,40,0.1,,279,single,55.639,2.171,18,,,,,,
A,6,2021,Qun Liu,Dujiangyan,31.01,103.37,1240,15.2,896-1320,NH_4NO_3,40,2,,279,single,71.429,1.881,18,,,,,,
A,7,2022,Rui Yin,Dujiangyan,31.01,103.37,1243,15.2,896-1320,NH_4NO_3,0,0.02,,365,single,69.216,0.968,18,,,,,,
A,7,2022,Rui Yin,Dujiangyan,31.01,103.37,1243,15.2,896-1320,NH_4NO_3,0,3,,365,single,40.198,0.299,18,,,,,,
A,7,2022,Rui Yin,Dujiangyan,31.01,103.37,1243,15.2,896-1320,NH_4NO_3,20,0.02,,365,single,77.1,0.427,18,,,,,,
A,7,2022,Rui Yin,Dujiangyan,31.01,103.37,1243,15.2,896-1320,NH_4NO_3,20,3,,365,single,42.387,0.706,18,,,,,,
A,7,2022,Rui Yin,Dujiangyan,31.01,103.37,1243,15.2,896-1320,NH_4NO_3,40,0.02,,365,single,70.22,0.667,18,,,,,,
A,7,2022,Rui Yin,Dujiangyan,31.01,103.37,1243,15.2,896-1320,NH_4NO_3,40,3,,365,single,51.825,0.825,18,,,,,,
A,8,2022,Junwei Luan,Changning,28.22,105.01,1140,18.3,,NH_4NO_3,0,0.05,,319,single,44.822,2.69,20,,,,,,
A,8,2022,Junwei Luan,Changning,28.22,105.01,1140,18.3,,NH_4NO_3,0,1,,319,single,46.195,2.337,20,,,,,,
A,8,2022,Junwei Luan,Changning,28.22,105.01,1140,18.3,,NH_4NO_3,0,5,,319,single,53.239,3.58,20,,,,,,
A,8,2022,Junwei Luan,Changning,28.22,105.01,1140,18.3,,NH_4NO_3,100,0.05,,319,single,40.762,2.071,20,,,,,,
A,8,2022,Junwei Luan,Changning,28.22,105.01,1140,18.3,,NH_4NO_3,100,1,,319,single,36.348,2.658,20,,,,,,
A,8,2022,Junwei Luan,Changning,28.22,105.01,1140,18.3,,NH_4NO_3,100,5,,319,single,37.744,2.748,20,,,,,,
A,9,2020,Pu Yue,"Lingyan Mountain, Dujiangyan",31.01,103.35,1243,15.2,1108,NH_4NO_3,0,0.01,,60,single,16.946,1.517,6,,,,,,
A,9,2020,Pu Yue,"Lingyan Mountain, Dujiangyan",31.01,103.35,1243,15.2,1108,NH_4NO_3,0,2,,60,single,19.993,0.837,6,,,,,,
A,9,2020,Pu Yue,"Lingyan Mountain, Dujiangyan",31.01,103.35,1243,15.2,1108,NH_4NO_3,20,0.01,,60,single,16.73,1.566,6,,,,,,
A,9,2020,Pu Yue,"Lingyan Mountain, Dujiangyan",31.01,103.35,1243,15.2,1108,NH_4NO_3,20,2,,60,single,19.984,0.909,6,,,,,,
A,9,2020,Pu Yue,"Lingyan Mountain, Dujiangyan",31.01,103.35,1243,15.2,1108,NH_4NO_3,40,0.01,,60,single,16.339,1.696,6,,,,,,
A,9,2020,Pu Yue,"Lingyan Mountain, Dujiangyan",31.01,103.35,1243,15.2,1108,NH_4NO_3,40,2,,60,single,19.371,0.928,6,,,,,,
A,9,2020,Pu Yue,"Lingyan Mountain, Dujiangyan",31.01,103.35,1243,15.2,1108,NH_4NO_3,0,0.01,,120,single,19.909,1.186,6,,,,,,
A,9,2020,Pu Yue,"Lingyan Mountain, Dujiangyan",31.01,103.35,1243,15.2,1108,NH_4NO_3,0,2,,120,single,25.754,2.332,6,,,,,,
A,9,2020,Pu Yue,"Lingyan Mountain, Dujiangyan",31.01,103.35,1243,15.2,1108,NH_4NO_3,20,0.01,,120,single,20.667,1.542,6,,,,,,
A,9,2020,Pu Yue,"Lingyan Mountain, Dujiangyan",31.01,103.35,1243,15.2,1108,NH_4NO_3,20,2,,120,single,28.413,2.171,6,,,,,,
A,9,2020,Pu Yue,"Lingyan Mountain, Dujiangyan",31.01,103.35,1243,15.2,1108,NH_4NO_3,40,0.01,,120,single,18.744,1.577,6,,,,,,
A,9,2020,Pu Yue,"Lingyan Mountain, Dujiangyan",31.01,103.35,1243,15.2,1108,NH_4NO_3,40,2,,120,single,23.653,2.071,6,,,,,,
A,9,2020,Pu Yue,"Lingyan Mountain, Dujiangyan",31.01,103.35,1243,15.2,1108,NH_4NO_3,0,0.01,,180,single,27.338,2.331,6,,,,,,
A,9,2020,Pu Yue,"Lingyan Mountain, Dujiangyan",31.01,103.35,1243,15.2,1108,NH_4NO_3,0,2,,180,single,39.182,1.736,6,,,,,,
A,9,2020,Pu Yue,"Lingyan Mountain, Dujiangyan",31.01,103.35,1243,15.2,1108,NH_4NO_3,20,0.01,,180,single,29.977,2.374,6,,,,,,
A,9,2020,Pu Yue,"Lingyan Mountain, Dujiangyan",31.01,103.35,1243,15.2,1108,NH_4NO_3,20,2,,180,single,38.429,1.426,6,,,,,,
A,9,2020,Pu Yue,"Lingyan Mountain, Dujiangyan",31.01,103.35,1243,15.2,1108,NH_4NO_3,40,0.01,,180,single,26.322,2.252,6,,,,,,
A,9,2020,Pu Yue,"Lingyan Mountain, Dujiangyan",31.01,103.35,1243,15.2,1108,NH_4NO_3,40,2,,180,single,33.274,1.402,6,,,,,,
A,9,2020,Pu Yue,"Lingyan Mountain, Dujiangyan",31.01,103.35,1243,15.2,1108,NH_4NO_3,0,0.01,,240,single,39.306,2.473,6,,,,,,
A,9,2020,Pu Yue,"Lingyan Mountain, Dujiangyan",31.01,103.35,1243,15.2,1108,NH_4NO_3,0,2,,240,single,51.508,3.555,6,,,,,,
A,9,2020,Pu Yue,"Lingyan Mountain, Dujiangyan",31.01,103.35,1243,15.2,1108,NH_4NO_3,20,0.01,,240,single,43.341,3.385,6,,,,,,
A,9,2020,Pu Yue,"Lingyan Mountain, Dujiangyan",31.01,103.35,1243,15.2,1108,NH_4NO_3,20,2,,240,single,53.818,5.947,6,,,,,,
A,9,2020,Pu Yue,"Lingyan Mountain, Dujiangyan",31.01,103.35,1243,15.2,1108,NH_4NO_3,40,0.01,,240,single,33.009,1.479,6,,,,,,
A,9,2020,Pu Yue,"Lingyan Mountain, Dujiangyan",31.01,103.35,1243,15.2,1108,NH_4NO_3,40,2,,240,single,44.04,4.377,6,,,,,,
A,9,2020,Pu Yue,"Lingyan Mountain, Dujiangyan",31.01,103.35,1243,15.2,1108,NH_4NO_3,0,0.01,,300,single,49.841,4.876,6,,,,,,
A,9,2020,Pu Yue,"Lingyan Mountain, Dujiangyan",31.01,103.35,1243,15.2,1108,NH_4NO_3,0,2,,300,single,56.924,4.29,6,,,,,,
A,9,2020,Pu Yue,"Lingyan Mountain, Dujiangyan",31.01,103.35,1243,15.2,1108,NH_4NO_3,20,0.01,,300,single,51.659,5.088,6,,,,,,
A,9,2020,Pu Yue,"Lingyan Mountain, Dujiangyan",31.01,103.35,1243,15.2,1108,NH_4NO_3,20,2,,300,single,60.04,7.071,6,,,,,,
A,9,2020,Pu Yue,"Lingyan Mountain, Dujiangyan",31.01,103.35,1243,15.2,1108,NH_4NO_3,40,0.01,,300,single,46.545,3.918,6,,,,,,
A,9,2020,Pu Yue,"Lingyan Mountain, Dujiangyan",31.01,103.35,1243,15.2,1108,NH_4NO_3,40,2,,300,single,51.846,5.037,6,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,0,0.01,,61,single,9.5861,0.916,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,0,1,,61,single,15.9983,1.376,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,0,5,,61,single,18.7456,1.831,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,50,0.01,,61,single,10.2384,1.374,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,50,1,,61,single,15.7346,0.917,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,50,5,,61,single,17.1086,1.833,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,100,0.01,,61,single,9.6923,1.3846,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,100,1,,61,single,16.1538,4.154,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,100,5,,61,single,17.0769,3.692,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,150,0.01,,61,single,10.6154,1.3846,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,150,1,,61,single,16.6154,1.385,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,150,5,,61,single,17.5385,0.923,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,300,0.01,,61,single,9.2232,0.928,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,300,1,,61,single,15.7348,1.393,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,300,5,,61,single,17.1302,1.397,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,0,0.01,,121,single,17.7989,0.918,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,0,1,,121,single,18.2553,0.459,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,0,5,,121,single,19.6293,1.374,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,50,0.01,,121,single,16.6184,1.374,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,50,1,,121,single,20.741,1.374,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,50,5,,121,single,21.657,1.832,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,100,0.01,,121,single,18.4615,0.923,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,100,1,,121,single,19.3846,0.923,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,100,5,,121,single,20.7692,0.923,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,150,0.01,,121,single,18.9231,1.385,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,150,1,,121,single,19.8462,0.923,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,150,5,,121,single,21.2308,0.923,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,300,0.01,,121,single,18.4503,1.397,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,300,1,,121,single,20.7739,0.467,9,,,,,,
